ball 1,ball 2,ball 3,ball 4,ball 5,ball 6,ball 7,ball 8,ball 9,ball 10,ball 11,ball 12,ball 13,ball 14,ball 15,ball 16,ball 17,ball 18,ball 19,ball 20,king ball
1,2,7,12,13,14,15,26,32,33,37,41,43,45,50,55,63,66,67,69,67
1,7,15,18,23,25,32,39,41,43,45,46,48,50,54,55,56,57,64,66,54
5,12,13,14,15,16,20,21,22,27,29,32,34,38,42,43,52,59,62,69,22
12,13,15,20,21,28,32,45,46,48,49,50,54,58,59,61,65,66,68,69,15
5,10,11,12,14,15,16,18,20,25,30,32,44,46,52,55,56,57,61,64,14
1,2,4,6,7,8,13,15,17,19,28,29,30,33,34,42,59,60,63,69,17
6,8,10,15,17,18,20,23,28,29,31,32,39,42,50,52,55,58,61,69,6
3,5,13,16,18,20,27,28,30,32,35,43,44,46,50,51,53,54,56,69,18
9,12,19,22,27,28,31,36,37,41,45,48,50,52,53,57,61,63,65,68,65
1,2,7,9,14,17,21,24,26,29,40,41,49,50,55,59,62,63,67,68,17
3,4,6,11,15,17,18,26,29,35,36,41,44,49,50,58,62,64,66,67,26
9,15,24,25,30,34,35,37,40,42,45,47,52,54,55,58,60,61,67,70,30
5,7,11,18,20,22,25,29,32,33,39,42,43,47,48,52,60,64,65,68,29
1,3,9,15,18,21,27,29,34,36,40,41,44,47,54,60,61,67,68,70,41
3,9,11,13,17,18,20,21,22,25,31,32,33,36,40,54,58,59,60,70,60
4,7,9,11,13,16,17,20,24,28,31,32,46,48,49,53,54,57,59,62,54
3,4,9,12,15,18,23,29,31,34,41,43,44,45,54,64,65,68,69,70,4
1,12,13,14,21,26,29,34,39,40,43,44,47,49,51,53,54,60,64,65,26
2,9,11,15,17,23,27,31,36,42,43,45,46,48,54,57,60,61,62,66,57
1,5,8,10,14,17,18,22,31,37,39,41,42,43,46,47,58,66,67,68,39
3,7,11,12,16,19,29,30,31,33,35,36,37,39,44,55,59,60,61,62,55
3,5,7,19,23,25,30,42,44,45,47,48,53,56,58,61,62,64,65,67,64
3,6,11,16,17,24,26,34,39,48,49,51,54,55,58,59,61,65,66,70,54
2,3,5,16,20,25,28,29,35,38,39,42,43,44,51,52,56,61,62,68,43
11,16,17,20,30,33,40,42,44,47,51,55,58,59,61,62,64,65,66,69,16
1,4,12,15,20,24,25,27,41,43,44,48,54,56,57,62,63,65,68,70,12
4,8,10,20,21,26,33,37,38,39,47,49,51,53,54,60,61,62,69,70,37
5,6,13,14,20,23,26,27,28,30,33,36,40,41,50,58,62,64,65,66,66
1,5,10,13,20,26,31,33,34,38,43,44,48,52,53,55,57,60,64,70,64
5,6,11,12,17,20,22,25,28,31,34,38,42,45,51,54,57,65,67,68,67
2,10,11,15,27,30,34,35,37,40,42,47,50,51,52,54,56,65,67,70,11
3,11,13,14,15,16,20,21,29,35,40,41,47,48,49,53,57,62,67,68,41
1,7,9,10,13,17,18,20,28,30,31,37,38,40,45,48,49,54,59,69,45
4,9,10,15,17,20,22,24,27,30,32,37,40,46,53,56,63,65,67,68,67
5,10,12,14,17,28,34,38,45,47,48,49,50,52,57,58,61,62,65,69,62
2,6,7,15,19,34,35,36,42,45,47,48,49,52,53,56,60,61,62,69,48
3,6,8,10,11,13,15,16,21,25,26,32,34,38,41,45,58,59,60,66,15
2,6,9,10,16,17,21,22,34,42,45,47,49,56,57,58,60,63,65,66,47
5,8,10,13,21,23,24,25,27,28,29,39,40,44,49,56,57,63,67,70,5
3,12,19,25,28,29,30,31,38,39,46,48,52,53,54,56,61,63,66,67,53
3,4,9,21,29,32,33,34,40,45,46,47,55,59,64,65,66,68,69,70,3
5,6,7,15,21,33,34,35,38,41,44,45,47,52,59,61,62,63,66,69,33
1,4,7,12,13,17,25,29,31,32,37,39,44,51,53,56,59,62,67,68,7
4,5,7,8,9,10,11,15,24,25,26,27,28,33,42,45,50,52,55,66,24
1,4,8,9,12,14,16,21,23,25,32,39,46,48,53,54,56,57,60,61,56
2,11,13,15,16,18,24,37,40,41,48,49,50,56,59,62,65,67,68,69,18
1,7,14,17,19,20,22,24,25,37,40,41,44,48,53,58,60,64,65,70,19
1,8,9,14,16,24,31,33,39,40,41,42,46,52,53,55,58,62,69,70,52
1,3,4,15,20,31,33,35,36,40,41,47,51,55,57,61,63,64,69,70,55
3,4,7,13,16,17,21,22,23,24,26,31,33,36,49,51,55,64,66,68,23
2,4,9,17,22,28,36,43,44,45,48,50,55,58,59,61,64,66,69,70,55
1,3,5,7,8,19,20,25,27,28,30,36,43,45,56,59,60,66,67,68,68
1,12,13,14,15,21,22,24,29,32,33,41,47,49,52,56,58,59,60,66,60
4,7,8,12,17,24,26,28,30,31,32,40,43,49,51,52,53,54,55,64,8
7,8,9,11,13,14,15,17,18,24,33,37,43,45,48,55,63,64,66,68,24
1,6,12,13,14,27,30,31,34,36,37,39,41,45,46,47,52,54,56,59,45
5,6,10,12,13,16,21,22,26,28,34,37,43,47,50,51,56,57,62,64,50
2,5,12,15,18,19,20,26,29,30,35,40,44,47,54,58,59,60,66,70,66
1,11,12,13,14,20,23,24,25,31,33,39,43,45,46,51,53,55,59,65,12
2,6,7,9,11,12,13,15,22,24,25,30,33,40,42,46,58,59,64,70,25
1,2,4,8,10,11,13,14,18,19,29,39,41,43,53,54,60,68,69,70,29
2,5,8,10,15,23,25,26,30,33,36,43,46,50,52,56,57,60,61,68,56
8,13,14,22,23,29,31,36,39,40,42,43,48,49,58,60,61,63,65,69,49
1,8,9,13,16,18,23,25,27,30,35,38,41,44,53,55,64,66,67,69,27
1,2,4,8,12,19,20,21,22,26,38,39,48,49,50,51,52,53,61,70,51
3,4,15,16,21,26,30,32,33,38,39,43,44,48,49,52,59,61,62,67,15
2,3,4,9,10,12,16,18,23,29,31,36,37,38,47,50,53,54,68,70,31
2,6,7,11,13,15,23,24,25,26,27,29,39,40,41,45,47,56,58,60,7
5,11,18,27,32,33,35,39,41,45,47,48,59,60,62,66,67,68,69,70,5
2,7,13,15,17,20,25,27,28,40,47,51,53,54,55,63,65,67,68,69,63
2,3,9,10,13,14,18,21,25,27,32,40,45,50,52,53,55,59,61,70,45
1,3,6,8,11,13,16,20,26,30,38,41,44,46,47,51,53,56,59,62,8
3,8,11,18,21,23,29,30,32,35,36,37,38,46,48,49,51,52,61,62,38
7,8,9,10,12,23,27,30,40,41,45,47,52,53,56,57,59,60,63,70,56
1,10,17,26,27,28,31,32,37,42,43,56,57,59,60,64,65,66,67,69,26
2,5,6,7,11,12,21,23,26,32,35,36,40,45,48,50,52,55,56,61,36
1,7,9,20,23,27,30,33,39,40,45,47,48,49,52,59,60,62,67,69,49
4,8,14,18,19,22,25,27,35,37,38,40,50,53,57,59,61,63,65,67,37
6,11,12,14,27,28,32,36,37,40,41,43,45,50,51,52,54,60,64,69,41
1,4,6,7,10,11,13,15,23,24,25,30,34,36,45,47,48,51,58,59,47
2,4,11,17,26,27,30,32,33,34,35,41,42,49,51,54,57,65,66,69,41
2,12,18,26,31,32,40,41,45,46,47,48,52,55,58,59,64,67,68,70,67
4,7,9,15,30,31,34,36,37,39,45,46,47,52,54,59,63,65,66,70,54
1,3,4,5,15,18,22,23,25,27,28,29,31,45,46,56,62,65,69,70,5
3,5,17,19,20,23,37,40,42,44,47,50,53,58,59,61,62,63,68,69,68
5,6,7,9,10,11,12,15,16,17,25,28,29,30,34,43,45,56,58,70,5
5,7,9,10,13,22,23,30,34,45,46,48,54,55,58,60,61,67,68,70,10
1,3,5,6,16,19,20,23,25,26,29,37,38,40,42,47,50,54,55,68,25
6,8,12,13,14,16,20,21,28,30,37,38,44,45,48,55,56,64,66,68,13
1,2,3,6,7,13,14,18,27,28,29,32,43,46,49,51,57,64,66,67,51
4,5,6,12,13,15,16,21,24,26,29,39,47,48,49,50,57,58,60,61,29
2,5,6,8,9,10,13,16,17,24,32,34,38,44,52,54,57,60,61,70,2
3,6,8,11,15,21,23,25,29,31,33,35,41,45,46,55,56,59,60,69,56
1,6,7,10,13,15,20,25,28,35,36,37,42,43,53,55,61,63,64,66,43
5,6,13,14,23,25,29,31,33,34,38,40,45,46,50,56,58,60,68,69,6
6,8,13,14,15,17,26,30,33,35,38,39,40,50,53,57,63,64,66,69,6
2,3,4,6,9,15,17,18,20,22,33,41,48,54,55,56,58,64,65,67,64
2,3,6,16,18,19,20,28,29,31,33,40,41,43,46,52,53,56,64,65,64
7,15,16,17,28,30,32,33,36,38,44,50,51,52,53,56,61,65,66,67,50
13,15,17,19,21,22,25,26,29,34,40,45,48,52,53,59,60,61,68,69,26
4,10,12,14,17,18,19,21,26,34,35,36,37,38,43,46,50,57,65,70,26
3,6,9,20,23,26,27,28,32,35,43,47,49,55,57,58,62,63,67,69,32
5,7,10,12,16,22,24,25,38,39,40,43,45,46,47,49,50,58,66,68,25
2,10,14,16,18,19,24,26,35,38,44,46,49,50,51,54,57,63,64,65,49
2,4,5,7,11,13,22,23,25,29,32,35,37,40,47,52,54,60,66,67,11
1,3,14,15,22,24,26,27,33,39,42,43,45,46,47,49,50,68,69,70,50
3,12,19,20,22,26,28,29,32,35,37,38,39,44,48,54,62,65,68,69,68
2,6,7,12,13,15,29,30,31,32,33,36,48,55,59,60,62,63,65,66,6
14,16,21,24,26,30,32,34,35,36,39,40,41,44,47,57,60,67,69,70,57
1,3,4,6,8,14,18,19,22,24,26,27,34,37,43,46,53,57,66,69,14
2,3,4,5,7,10,18,22,24,27,28,32,34,48,49,50,52,53,56,60,22
1,10,15,17,24,28,32,35,37,38,39,41,42,43,44,48,62,63,65,68,39
1,2,3,10,14,19,21,23,25,29,31,32,34,39,41,50,56,57,61,66,50
10,11,12,18,21,25,26,27,33,36,39,42,49,51,52,54,56,58,60,61,54
2,6,7,8,11,12,18,20,22,31,33,35,38,46,49,50,53,55,60,63,7
3,12,16,18,21,23,25,30,31,32,39,40,42,48,50,53,56,60,67,70,23
3,15,16,20,25,26,28,34,35,36,39,42,43,51,57,58,59,63,66,67,59
2,5,7,11,15,21,22,24,26,28,29,34,37,38,40,41,52,61,64,66,52
3,6,8,15,17,18,19,26,27,31,35,40,41,46,51,56,58,62,65,69,26
5,6,9,11,13,17,18,19,20,23,25,29,35,49,50,54,60,61,65,67,20
1,4,5,9,15,16,17,18,22,23,28,31,36,38,42,55,58,61,63,64,18
1,4,5,6,9,11,12,20,23,25,27,28,33,36,44,46,49,56,59,70,5
4,8,12,19,20,22,24,25,33,35,39,41,44,45,48,51,57,61,62,65,41
6,7,9,10,13,20,25,27,29,31,35,42,45,51,59,61,62,64,67,68,35
3,6,8,9,13,20,27,29,32,35,37,39,44,48,50,53,56,63,66,67,20
1,2,8,10,12,13,20,22,23,30,31,36,38,43,45,46,55,58,64,70,64
3,12,13,17,18,19,20,29,34,36,37,38,42,45,46,50,63,66,67,70,70
4,10,11,12,16,18,19,21,23,26,30,35,40,47,48,50,53,56,60,67,47
2,7,11,17,21,23,27,29,32,36,41,46,47,49,52,53,54,58,67,69,52
1,6,9,10,23,32,33,35,38,42,48,50,52,53,60,63,65,67,68,70,9
2,6,10,11,16,18,26,27,28,35,38,42,43,44,47,48,51,54,64,69,69
3,4,13,14,18,19,26,32,37,38,39,42,45,46,48,52,60,61,64,70,14
2,8,12,14,15,16,18,20,22,24,26,27,30,34,39,41,47,48,55,64,64
1,17,22,23,25,26,30,32,34,36,37,39,41,42,44,53,54,59,61,69,53
1,5,6,15,16,19,24,37,42,43,46,47,48,55,56,61,62,65,69,70,19
3,4,6,9,13,22,24,25,26,29,30,32,34,41,51,52,60,61,63,67,30
4,10,11,15,16,19,24,30,42,43,48,49,54,58,60,61,62,64,65,69,11
1,14,16,17,19,22,25,26,31,34,42,43,45,46,48,52,53,57,58,62,22
2,4,12,15,20,24,27,29,30,31,32,35,39,44,45,46,50,55,58,62,62
2,3,8,13,18,21,22,25,28,29,49,50,51,54,55,56,57,60,64,68,3
1,5,6,8,9,10,18,25,33,41,44,47,48,49,51,56,57,59,62,70,47
1,4,5,7,14,21,23,25,28,31,33,37,38,40,44,48,49,56,63,69,7
4,7,8,10,11,12,19,21,27,35,37,40,43,44,45,47,54,55,63,65,11
1,2,8,12,23,24,25,29,30,31,32,34,43,44,47,48,53,56,58,70,58
1,4,5,11,13,14,15,19,24,27,28,29,35,36,40,44,50,53,64,65,65
1,2,3,7,10,13,16,22,25,27,34,35,40,45,51,53,56,64,65,69,10
1,2,4,8,13,19,28,31,32,33,34,38,39,44,46,47,51,52,61,62,19
2,5,7,8,12,16,28,29,30,31,34,39,45,51,53,55,61,62,68,70,53
3,6,14,16,17,20,27,30,32,36,38,43,45,48,50,51,52,53,66,68,68
5,12,13,16,20,21,25,27,30,34,37,38,40,42,46,47,51,55,61,64,46
4,10,11,13,15,16,18,20,26,27,30,42,43,48,50,55,57,60,64,69,15
3,4,6,7,8,18,24,26,30,33,42,48,49,50,53,56,61,64,68,70,49
2,4,6,9,12,17,18,22,23,28,33,34,41,42,45,48,49,51,60,61,41
2,4,6,10,12,13,16,22,23,24,33,35,41,44,46,47,51,54,62,69,54
3,4,5,8,12,20,23,26,30,32,33,41,42,47,49,51,56,57,67,69,30
4,5,11,14,15,17,19,25,26,31,32,35,37,46,48,54,58,61,67,70,15
1,2,4,7,13,16,17,18,19,20,21,22,29,30,35,39,51,57,61,69,19
4,5,7,9,10,12,13,26,31,35,44,48,57,58,59,65,66,67,68,70,58
1,3,6,7,8,9,11,14,22,24,28,36,41,46,52,53,58,65,66,69,22
2,3,13,14,18,25,28,34,35,36,38,41,44,46,48,53,56,58,59,63,53
2,6,8,11,13,19,20,22,23,26,27,28,29,30,31,43,46,50,56,67,19
2,6,10,11,14,15,16,34,38,41,43,44,45,49,51,52,54,56,58,68,6
2,3,5,6,8,9,13,14,22,23,26,41,46,49,54,56,63,65,67,69,26
2,4,5,6,11,17,27,29,30,33,34,40,43,53,56,59,62,63,69,70,53
12,13,21,22,26,29,36,39,40,42,47,49,52,54,55,56,59,63,64,67,52
4,9,10,14,24,30,32,34,35,39,43,45,49,51,59,65,67,68,69,70,51
6,7,12,14,18,22,27,31,32,33,36,41,45,49,53,57,59,61,62,65,41
2,9,10,14,16,18,20,22,25,29,36,48,49,51,52,53,56,65,69,70,51
4,11,12,15,19,20,22,27,34,35,42,47,49,50,53,56,57,58,67,70,57
2,4,5,6,9,10,13,18,19,22,27,33,34,41,49,53,55,59,62,67,55
3,4,10,12,13,15,20,23,27,28,32,35,38,41,42,50,55,67,69,70,13
4,8,9,10,17,24,28,32,33,39,43,45,47,49,50,52,57,62,63,66,33
1,3,5,10,20,26,27,29,31,32,33,35,38,44,49,55,58,64,68,70,58
4,5,6,7,8,12,16,19,24,26,28,29,32,37,47,48,53,54,66,70,4
3,5,8,14,16,17,19,20,34,40,42,44,49,50,54,58,59,65,67,70,14
1,3,4,6,16,22,24,31,35,38,40,41,43,44,47,54,58,62,65,70,43
2,4,5,9,13,20,30,31,33,35,41,47,48,49,52,64,65,66,67,69,49
2,7,9,13,14,16,19,21,22,31,36,37,40,44,47,50,53,55,64,69,36
2,3,13,14,16,22,25,26,41,45,46,47,52,54,55,58,61,62,63,70,25
6,7,15,26,27,31,38,41,43,44,48,51,52,55,56,58,60,61,66,68,52
1,2,4,5,6,9,12,14,16,21,22,24,29,32,35,36,41,54,55,60,55
5,14,16,22,27,30,37,42,43,46,48,49,50,51,52,54,55,60,61,64,51
2,3,5,6,13,14,16,18,22,31,35,38,39,42,46,48,49,61,62,66,2
1,4,9,19,20,23,24,31,37,38,41,45,46,51,56,57,58,64,65,68,31
1,5,6,7,10,12,18,22,27,31,33,34,35,36,41,43,45,48,53,69,12
8,9,18,19,23,27,33,41,42,45,49,51,57,58,60,63,64,66,69,70,63
4,19,20,25,30,32,33,39,40,42,43,54,55,57,59,63,65,66,67,68,19
7,9,13,14,16,24,25,27,28,30,31,37,48,49,54,56,58,59,66,68,16
4,6,7,10,13,15,17,20,22,26,30,31,36,38,39,44,57,64,67,68,13
6,8,20,23,24,25,29,30,34,36,43,44,45,47,48,50,51,60,61,64,23
2,4,6,8,12,15,16,18,21,23,27,33,37,40,45,53,56,63,64,65,40
1,7,11,12,16,29,30,34,52,53,54,55,57,58,59,60,61,64,66,67,30
1,5,16,19,21,23,26,30,37,40,41,43,45,47,57,59,62,65,67,69,43
4,5,7,8,14,21,25,26,28,29,40,42,44,47,51,53,54,60,61,62,60
5,20,22,24,26,29,32,37,40,41,43,44,46,49,52,54,56,63,65,69,54
1,8,10,11,14,15,16,22,23,31,32,38,39,43,44,46,49,54,59,68,39
3,7,15,17,21,26,29,31,33,40,44,46,47,50,51,52,53,57,62,66,3
2,6,7,14,20,25,28,30,33,36,40,46,50,53,55,59,67,68,69,70,7
9,20,24,25,27,31,32,34,35,47,50,51,54,56,61,63,64,67,68,69,67
3,4,9,17,19,21,23,24,26,27,32,38,43,44,45,46,47,51,56,70,26
2,11,15,18,20,22,25,27,32,36,39,40,44,45,48,50,56,65,66,69,11
4,6,7,8,21,22,25,26,27,28,29,35,36,41,42,48,59,61,68,70,21
2,6,8,12,14,15,17,18,20,22,37,41,42,44,48,52,56,62,63,65,18
3,6,7,8,11,14,17,19,20,23,25,29,31,32,34,42,43,46,56,61,8
3,4,6,8,9,11,13,21,27,29,39,41,43,44,47,49,51,57,58,64,49
2,6,8,14,17,18,19,23,24,34,38,39,42,44,45,46,51,53,67,68,34
10,16,20,21,28,30,31,36,42,43,45,52,53,55,56,57,63,64,66,67,30
1,8,11,13,15,17,18,24,25,26,30,35,37,50,52,56,57,60,68,69,50
2,3,13,15,17,21,24,26,29,34,35,41,45,46,50,51,53,61,69,70,70
4,10,17,19,22,23,24,26,32,33,44,45,46,52,54,55,56,60,65,69,55
3,5,10,15,17,19,22,23,24,25,31,36,37,40,47,52,55,58,64,70,55
1,3,5,6,7,10,14,23,25,26,31,33,36,38,39,40,43,47,48,50,40
8,10,13,14,18,21,26,27,28,33,34,36,38,43,52,53,60,65,68,70,36
2,8,9,11,15,17,21,23,25,30,31,34,37,40,43,44,52,59,62,69,25
4,8,15,18,19,21,24,28,32,33,35,39,43,46,51,52,53,55,56,69,51
3,4,5,7,8,13,17,22,27,31,34,36,37,41,53,57,60,61,64,67,27
4,8,9,14,15,17,18,23,29,32,34,38,42,44,45,48,51,57,67,68,14
4,11,13,15,22,23,26,29,44,45,47,48,51,52,56,58,59,63,69,70,45
2,12,13,14,15,17,19,20,22,27,39,41,46,48,56,57,58,62,66,68,13
4,5,6,12,13,14,21,30,32,35,39,46,48,49,51,54,56,60,61,67,6
5,10,13,18,20,21,22,27,29,31,35,37,45,47,50,52,53,54,61,66,53
4,9,16,18,19,22,25,26,31,34,41,43,46,48,55,57,60,62,64,69,16
14,16,17,19,32,33,34,35,39,41,42,44,50,54,63,64,65,67,68,70,19
1,7,9,10,11,12,18,20,21,28,30,32,35,37,41,42,56,57,64,67,10
2,3,4,7,11,24,27,32,35,37,41,43,51,52,55,56,62,63,64,69,3
1,9,10,12,17,22,26,28,35,36,37,39,40,41,45,48,51,58,61,63,10
1,5,6,13,17,21,23,25,27,34,39,43,44,47,52,58,59,68,69,70,23
6,8,12,13,14,15,21,23,24,26,34,38,39,44,48,55,61,65,66,68,13
1,5,10,14,15,17,25,30,31,33,43,45,46,48,52,53,58,60,62,64,10
4,5,11,15,16,20,31,32,37,43,45,49,52,53,54,55,56,59,63,64,43
4,6,10,11,12,13,18,22,26,34,36,37,47,52,54,55,60,61,62,69,12
1,2,3,10,14,18,19,28,30,32,33,42,44,46,51,56,58,64,67,69,56
5,9,10,15,22,23,24,27,28,29,33,34,40,46,50,55,56,57,62,70,15
3,10,11,13,14,17,19,22,23,24,29,32,35,42,43,45,52,61,64,66,11
1,2,4,5,6,8,16,19,27,41,47,48,51,52,56,58,60,63,68,69,48
1,5,7,11,15,20,23,28,29,30,31,45,46,50,52,55,63,64,67,70,1
2,5,8,18,20,24,28,31,32,43,47,50,52,56,58,59,62,63,66,67,63
6,7,8,9,19,22,23,27,32,35,44,49,50,51,55,57,58,63,66,67,9
2,9,16,17,20,22,26,34,36,39,42,43,49,55,57,58,61,64,66,70,61
1,7,11,12,15,16,18,29,35,36,45,57,58,59,60,61,63,66,69,70,16
1,7,16,17,18,19,22,24,28,29,30,38,41,42,50,52,53,64,67,69,52
3,6,10,12,15,17,18,29,31,32,36,37,39,40,43,55,58,67,69,70,3
1,4,18,19,21,23,25,28,36,39,41,45,47,54,57,58,60,64,65,70,1
2,5,7,8,11,17,24,26,29,44,46,47,48,51,52,53,54,66,67,69,5
1,2,20,22,23,24,25,31,33,34,36,37,38,39,40,53,56,60,66,69,33
3,6,7,17,24,26,27,29,39,44,49,53,54,55,57,59,60,63,66,70,59
1,3,4,10,13,17,23,25,27,29,33,39,50,54,59,60,62,64,67,70,67
1,8,10,17,23,24,27,39,40,41,46,47,48,58,59,61,62,66,67,68,39
1,8,9,13,15,18,20,23,28,31,45,47,48,49,51,54,59,62,63,66,45
1,2,6,16,17,23,25,26,29,36,39,40,42,50,51,57,58,61,63,64,17
1,2,8,11,12,13,17,18,19,20,21,22,26,27,31,43,51,57,60,66,12
6,10,15,18,19,22,25,30,34,37,43,45,46,48,51,55,58,63,68,69,46
2,3,5,10,11,13,14,20,28,31,34,35,42,46,51,60,63,64,66,69,3
5,8,9,10,11,13,14,15,17,18,19,20,22,24,30,33,38,44,47,64,38
4,6,10,17,20,21,24,30,31,40,46,53,58,60,61,62,63,64,67,68,58
3,11,15,20,22,23,25,26,27,28,29,35,36,37,48,52,56,57,61,68,37
2,5,8,10,12,22,25,35,36,39,41,44,46,55,56,57,58,65,66,68,65
9,11,18,20,24,34,38,40,42,43,51,53,56,57,58,59,60,62,67,69,59
9,14,16,17,23,24,26,27,29,30,33,35,38,39,52,53,56,60,64,65,16
1,8,9,10,13,20,26,28,31,36,38,39,45,50,56,57,63,67,68,70,28
1,8,11,19,20,22,23,25,27,28,32,36,45,50,51,60,64,65,69,70,1
1,5,6,8,13,14,18,20,21,24,27,31,43,48,57,60,63,64,65,69,21
2,4,10,11,16,20,22,26,28,32,33,35,39,41,45,47,56,57,58,60,4
4,6,9,11,12,16,18,26,28,31,38,39,44,47,48,50,52,58,61,67,28
11,12,17,21,24,26,33,39,41,43,46,52,55,57,58,63,64,65,68,70,68
5,6,9,10,12,18,19,23,24,27,30,33,36,37,41,47,51,54,62,69,47
3,8,10,11,15,17,18,21,29,30,32,41,47,50,53,55,61,63,67,68,67
4,5,6,17,18,22,28,29,30,40,41,47,49,56,57,58,62,64,65,70,17
1,2,3,10,13,17,20,26,31,34,41,42,45,48,50,52,53,57,64,65,41
1,5,7,8,11,15,21,22,24,25,36,47,49,51,54,56,61,63,65,69,56
7,9,19,20,23,30,38,42,43,44,49,50,51,54,56,58,59,60,67,68,43
1,4,6,12,14,15,19,22,33,34,35,36,42,43,46,48,53,56,67,69,12
5,8,10,15,21,29,33,34,36,39,40,43,44,47,51,55,56,66,67,68,68
3,5,9,14,18,26,28,29,31,38,39,42,47,49,52,57,60,61,65,68,39
7,11,15,16,17,19,20,23,25,29,36,43,44,46,49,50,51,53,61,65,53
4,7,12,16,24,25,26,36,37,40,42,45,49,51,55,56,58,62,64,70,16
2,4,5,8,11,14,24,26,29,32,33,38,45,46,50,54,57,60,62,66,33
2,6,10,11,15,16,17,25,28,32,35,41,43,47,53,56,60,63,64,67,11
3,5,7,13,15,17,18,21,30,37,40,43,48,50,52,55,58,61,63,68,3
2,7,9,11,14,17,24,28,32,33,34,37,45,51,55,59,62,68,69,70,37
1,6,7,8,9,12,13,17,20,23,26,36,41,49,53,57,61,62,66,68,20
4,5,8,14,15,16,17,33,35,36,37,38,39,47,51,55,59,61,66,69,39
1,2,4,5,11,12,14,19,22,23,25,33,40,52,58,60,63,65,69,70,1
1,20,22,27,29,31,33,35,36,41,42,45,46,49,56,60,65,66,69,70,31
1,4,8,9,13,15,17,29,36,39,42,44,46,47,56,57,60,64,68,69,68
5,14,18,24,25,27,31,35,37,39,41,42,43,45,51,57,61,65,68,69,65
2,3,4,7,19,25,30,34,36,37,40,41,42,44,50,51,52,66,67,68,34
3,5,7,18,21,22,24,32,33,37,39,40,42,43,52,55,60,62,64,67,42
4,5,6,9,10,13,19,23,28,30,32,33,36,37,39,49,51,61,65,67,61
3,6,7,8,9,15,22,23,24,28,29,31,34,39,40,47,53,56,64,65,39
5,7,8,12,13,15,17,27,39,44,45,46,52,54,57,58,59,63,66,69,66
5,8,12,15,18,20,23,24,27,28,34,39,40,41,44,47,51,53,56,61,41
1,12,15,19,20,23,26,29,30,32,42,45,46,47,49,53,57,59,61,70,20
5,10,11,14,19,21,26,27,29,35,36,38,46,47,53,55,61,65,67,69,38
6,12,15,21,22,26,28,30,31,32,34,37,40,46,47,52,56,63,67,68,28
3,8,11,14,18,24,29,31,33,38,42,45,46,52,58,59,60,62,68,70,58
4,5,9,11,14,15,26,27,31,33,37,40,42,43,46,47,52,59,62,70,52
2,9,11,12,14,17,18,24,25,28,32,37,38,39,40,56,63,65,69,70,37
5,9,11,21,22,25,27,29,31,34,35,37,38,44,48,50,52,53,57,62,57
12,17,22,28,32,34,35,43,44,47,49,50,51,52,54,55,57,59,61,62,54
1,9,11,12,16,18,20,23,24,31,35,37,38,39,49,50,54,55,62,66,62
2,3,4,6,8,14,18,19,27,30,31,32,34,38,43,49,50,51,55,60,49
9,11,12,14,16,19,23,24,26,31,32,37,38,43,44,48,50,51,66,67,14
3,4,11,12,13,27,29,32,40,44,48,50,51,52,53,57,59,61,66,69,29
1,2,7,13,16,17,18,24,26,27,30,31,38,39,42,43,48,51,54,67,48
2,3,6,19,24,27,30,31,33,34,36,37,40,43,50,53,54,61,63,68,40
3,7,9,12,13,20,22,26,28,31,32,33,39,47,49,60,61,64,65,68,26
1,2,4,5,11,18,19,23,26,37,38,44,45,47,48,53,54,56,61,69,47
2,11,12,14,18,20,21,31,32,38,46,47,49,58,62,64,65,66,68,69,14
8,9,10,14,15,22,25,26,28,30,34,35,36,45,46,47,48,62,67,70,30
3,4,10,16,22,24,30,32,35,37,40,41,43,44,45,47,50,51,60,69,22
3,6,10,11,12,19,21,22,23,25,30,36,38,42,47,48,52,56,57,66,12
4,5,8,9,10,12,13,14,17,19,22,38,39,40,41,46,49,51,59,63,59
5,7,10,11,12,16,19,21,27,31,33,37,38,43,45,54,56,57,65,70,5
4,13,20,22,26,31,33,35,38,43,46,48,52,56,60,61,64,66,68,69,33
5,6,8,10,11,14,20,21,27,30,32,42,43,46,51,53,54,55,61,68,43
3,4,8,10,11,15,19,22,28,30,34,45,46,47,51,52,54,61,62,70,8
3,5,16,20,22,25,29,39,43,44,47,48,49,50,55,61,62,63,64,69,22
6,12,16,20,22,23,28,31,32,33,38,39,40,41,43,44,45,47,56,58,56
1,4,17,21,26,27,28,29,30,33,39,43,53,57,58,60,61,62,63,69,63
2,3,10,15,24,27,29,39,42,43,44,47,52,53,55,56,57,60,65,70,53
5,8,13,15,18,19,23,24,26,33,38,40,47,48,49,53,62,65,66,67,5
1,7,19,21,23,26,27,29,30,32,33,41,42,44,45,46,49,50,62,65,33
3,5,16,17,22,24,26,28,32,33,34,36,43,45,47,53,54,60,66,67,60
2,4,11,12,14,21,25,28,46,47,52,53,59,60,61,62,65,66,69,70,62
1,5,6,8,9,10,19,20,29,32,40,46,53,54,60,62,63,64,67,70,1
2,3,5,7,8,12,20,21,23,30,33,39,40,41,43,46,50,52,56,67,33
5,6,9,10,11,16,18,20,24,28,33,34,36,45,49,51,57,59,64,66,45
5,6,10,12,16,19,21,26,28,29,36,39,45,46,53,56,60,62,67,68,67
2,3,8,9,10,13,17,21,22,30,36,44,45,49,53,58,59,60,67,68,44
